period,bucket,horizon_bars,observation_count,mean_return_pct,median_return_pct,std_return_pct,hit_rate_pct
2025-04,bottom,5,2630,0.05273011776739698,0.028636770157142166,1.8535240419344126,51.10266159695818
2025-04,middle,5,2630,0.0024210515912020955,0.04534667882750698,1.814321541984618,52.01520912547528
2025-04,top,5,2630,-0.053540653263690605,0.00599767827247355,1.9377708489110805,50.19011406844106
2025-04,top_minus_bottom,5,526,-0.10627077103108758,-0.07626017804304386,0.8202788736275355,44.67680608365019
2025-04,bottom,10,2630,0.08698440074357411,0.0843334993824274,2.61327740975149,52.623574144486696
2025-04,middle,10,2630,-0.01703803048586901,0.07481366528396816,2.5784017624830886,52.20532319391636
2025-04,top,10,2630,-0.066118757087897,0.007365594875241577,2.7632664113523537,50.26615969581749
2025-04,top_minus_bottom,10,526,-0.1531031578314711,-0.11574261412044012,1.16730694221604,43.346007604562736
2025-04,bottom,20,2630,0.11458950712894331,0.1835161255689055,3.6336550426583196,52.851711026615966
2025-04,middle,20,2630,-0.030169833791163427,0.15070305488514846,3.574127459519623,53.11787072243346
2025-04,top,20,2630,-0.15122860638318586,0.12658486571508476,3.6547996375394756,51.74904942965779
2025-04,top_minus_bottom,20,526,-0.2658181135121292,-0.20275593963052763,1.7486247243149466,44.29657794676806
2025-05,bottom,5,2730,0.07501156629923676,0.0531408860186211,0.8962939882110155,53.88278388278388
2025-05,middle,5,2730,0.022686614337216554,0.04585922710979018,0.7544810493147371,53.84615384615385
2025-05,top,5,2730,0.021369775902537944,0.004671630516284164,0.9157020605798118,50.18315018315018
2025-05,top_minus_bottom,5,546,-0.053641790396698814,-0.06579273268774943,0.524550237732696,41.75824175824176
2025-05,bottom,10,2730,0.14423589418481625,0.11095680800653485,1.245445517253062,56.227106227106226
2025-05,middle,10,2730,0.07337979324591258,0.06620764376270571,1.0892120195223922,53.6996336996337
2025-05,top,10,2730,0.020399069040040217,-0.01799512478833365,1.2524421608140772,48.97435897435897
2025-05,top_minus_bottom,10,546,-0.12383682514477604,-0.17979268248472402,0.7760676639017686,39.56043956043956
2025-05,bottom,20,2730,0.22127839332510363,0.13921377256799206,1.7526532896691027,54.32234432234432
2025-05,middle,20,2730,0.17769396915465813,0.09274905710591197,1.5178591033089364,53.47985347985348
2025-05,top,20,2730,0.10596355365892916,-0.07458688852353124,1.690505370420655,47.36263736263736
2025-05,top_minus_bottom,20,546,-0.11531483966617449,-0.13010919870867882,1.0276064941930438,41.75824175824176
2025-06,bottom,5,2600,0.03018020445190196,0.033636064557740486,0.8831012749359146,53.03846153846153
2025-06,middle,5,2600,0.05863013819853975,0.01939803743199464,0.7017835030669857,51.65384615384615
2025-06,top,5,2600,0.09042215049626554,0.029394547899241896,0.8352851050770129,52.42307692307693
2025-06,top_minus_bottom,5,520,0.06024194604436357,0.040646395272608826,0.5269138424407951,51.92307692307693
2025-06,bottom,10,2600,0.04643082269308789,0.06525634466096886,1.2844883745017657,53.807692307692314
2025-06,middle,10,2600,0.1401114812109872,0.048083049935254696,1.0344252580787194,53.76923076923077
2025-06,top,10,2600,0.17836072488331464,0.08350112673761734,1.0803459095882988,54.807692307692314
2025-06,top_minus_bottom,10,520,0.13192990219022677,0.057219956840081077,0.8155570019582113,54.230769230769226
2025-06,bottom,20,2600,0.13314406202789206,0.09709651107201456,1.90727463258348,53.5
2025-06,middle,20,2600,0.2748580669474282,0.22184830636166053,1.4351968644525939,59.57692307692307
2025-06,top,20,2600,0.3404035682035963,0.2595625941601565,1.4643864637117907,59.38461538461538
2025-06,top_minus_bottom,20,520,0.20725950617570416,0.22738668626567038,1.1343332303889906,59.80769230769231
2025-07,bottom,5,2810,0.0004937226317277978,0.023312368660621807,0.844632861415334,52.52669039145908
2025-07,middle,5,2810,0.021427412588857137,0.027165403818329992,0.7539429060171667,52.63345195729537
2025-07,top,5,2810,0.035235331943574574,0.022523277291108812,0.7990855515242288,51.35231316725979
2025-07,top_minus_bottom,5,562,0.03474160931184677,0.01084042049753875,0.5580288416626176,51.42348754448398
2025-07,bottom,10,2810,0.04557222127786072,0.105729668529142,1.1796605206497133,56.26334519572954
2025-07,middle,10,2810,0.010235431795339332,0.04610728137797171,1.1233748011918228,53.27402135231317
2025-07,top,10,2810,0.05375866744501322,0.040508170329645043,1.0943527271264764,52.241992882562286
2025-07,top_minus_bottom,10,562,0.008186446167152488,0.009046062527833243,0.7452980618753582,50.88967971530249
2025-07,bottom,20,2810,0.13479198651862773,0.23118022058020715,1.7043545040092047,57.793594306049826
2025-07,middle,20,2810,0.025398140521920336,0.11649146236862862,1.627701446058553,53.45195729537367
2025-07,top,20,2810,0.03193374647354316,0.05592894208384935,1.4984748199476647,51.56583629893239
2025-07,top_minus_bottom,20,562,-0.1028582400450845,-0.0999237654057561,0.9408643317159632,44.48398576512456
2025-08,bottom,5,2730,0.045189174930070984,0.05334594527398595,0.9594225354108447,55.201465201465204
2025-08,middle,5,2730,0.035220280408763766,0.024393017182988697,0.6657482293494528,52.67399267399268
2025-08,top,5,2730,0.034524099785906766,0.02846655910122564,0.7356707730679521,52.087912087912095
2025-08,top_minus_bottom,5,546,-0.010665075144164211,-0.052817656576712446,0.6415949152746071,44.68864468864469
2025-08,bottom,10,2730,0.09625297074265687,0.08917540831118176,1.4039062311206756,55.311355311355314
2025-08,middle,10,2730,0.06517130734961701,0.0303465464685182,0.9475568612130032,52.23443223443224
2025-08,top,10,2730,0.05524717812550565,0.02834901156820724,0.938982684645068,51.978021978021985
2025-08,top_minus_bottom,10,546,-0.04100579261715122,-0.008258371099830741,0.8581635015000308,49.26739926739927
2025-08,bottom,20,2730,0.15982029668720366,0.17038161932173557,2.008198780723619,56.043956043956044
2025-08,middle,20,2730,0.15363808289754063,0.10375477754019924,1.2755120239979192,54.13919413919414
2025-08,top,20,2730,0.1236858892026181,0.05671858478406566,1.2618409910411879,52.05128205128206
2025-08,top_minus_bottom,20,546,-0.03613440748458558,-0.00938613200099031,1.0640866828404043,48.9010989010989
2025-09,bottom,5,2705,0.08780593379654258,0.06662542235760238,0.6678892997764864,55.89648798521257
2025-09,middle,5,2705,0.00239631473369817,0.004506133822435032,0.6151875825691365,50.35120147874307
2025-09,top,5,2705,0.05851673029574938,0.005030940282724217,0.9096058607884742,50.314232902033275
2025-09,top_minus_bottom,5,541,-0.029289203500793226,-0.04564375289663358,0.542773041228469,45.28650646950093
2025-09,bottom,10,2680,0.18147541828654704,0.1169716363426665,1.0108504112911936,57.276119402985074
2025-09,middle,10,2680,0.03324436000498239,0.019571767168080623,0.8680121017932582,51.19402985074627
2025-09,top,10,2680,0.07906720266828088,0.01402354354368418,1.2218458429847066,51.19402985074627
2025-09,top_minus_bottom,10,536,-0.10240821561826617,-0.08862685889036048,0.7585909255743526,43.28358208955223
2025-09,bottom,20,2630,0.2829622432921381,0.15521734401313658,1.516097554698563,56.84410646387833
2025-09,middle,20,2630,0.1687116612055559,0.11793871022388602,1.2363313687746011,56.463878326996195
2025-09,top,20,2630,0.10839807181103844,0.025842749407500865,1.6258547419139746,50.9125475285171
2025-09,top_minus_bottom,20,526,-0.1745641714810996,-0.13129673799985864,1.173711438602897,46.00760456273764
