section,scenario,symbols,start_date,end_date,signal_count,filled_trades,total_pnl,expectancy,win_rate,profit_factor,max_drawdown_pct,raw_fixed_sample_count,raw_fixed_horizon_bars,raw_fixed_net_expectancy_pct,raw_fixed_win_rate_pct
params,hold_bars=3,"AMD,HON,C,JPM",,,200,86,16.901632802424274,0.1965306139816776,52.32558139534884,1.0879055333369352,0.8133300652636841,200,3,0.03329511245129333,51.5
params,hold_bars=4,"AMD,HON,C,JPM",,,200,75,-63.92889597370788,-0.8523852796494384,49.333333333333336,0.7656863923376124,1.4723240212056614,200,4,0.075406482085967,57.99999999999999
params,hold_bars=5,"AMD,HON,C,JPM",,,200,68,-27.539291145467814,-0.40498957566864435,47.05882352941176,0.8856136938916451,1.46610485808012,200,5,0.09644873870876439,57.99999999999999
params,entry_threshold=0.0010,"AMD,HON,C,JPM",,,200,82,-106.83022579121427,-1.302807631600174,48.78048780487805,0.6497070106625167,1.9620700832830442,200,4,0.075406482085967,57.99999999999999
params,entry_threshold=0.0015,"AMD,HON,C,JPM",,,200,75,-63.92889597370788,-0.8523852796494384,49.333333333333336,0.7656863923376124,1.4723240212056614,200,4,0.075406482085967,57.99999999999999
params,entry_threshold=0.0020,"AMD,HON,C,JPM",,,200,69,-58.10027076241795,-0.8420329096002601,49.275362318840585,0.776917503406618,1.4428045891710861,200,4,0.075406482085967,57.99999999999999
params,min_adx=15.0,"AMD,HON,C,JPM",,,200,95,-53.67955284440973,-0.5650479246779971,52.63157894736842,0.83214125146968,1.4165920225797666,200,4,0.075406482085967,57.99999999999999
params,min_adx=20.0,"AMD,HON,C,JPM",,,200,75,-63.92889597370788,-0.8523852796494384,49.333333333333336,0.7656863923376124,1.4723240212056614,200,4,0.075406482085967,57.99999999999999
params,min_adx=25.0,"AMD,HON,C,JPM",,,200,58,-77.96869620812538,-1.344287865657334,44.827586206896555,0.6518045574175229,1.6055642238640724,200,4,0.075406482085967,57.99999999999999
